premise,hypothesis,gold_label,pred_label
"But, then like me and my mom will talk all the time and she'll come over here and she'll like have a beer and a cigarette with me and it doesn't matter anymore!",My mom and I both like to have the same kind of beer.,neutral,contradiction
So you'll go back to school if that doesn't work out?,You have a detailed backup plan which includes returning to school and majoring in business?,neutral,contradiction
End of digression and back to MUSKRAT-KAT- Muskrat Ramble is credited to Edward  Kid  Ory and Ray Gilbert.,The Muskrat Ramble is a wrestling special event.,neutral,contradiction
Then he came and we stayed on in the same place.,We were waiting for him to come over.,neutral,entailment
"Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.","He betrayed all his connections, and as a result, lost them all.",neutral,contradiction
A proportionately large number of you responded to that survey.,Overall a large percentage of you participated in our study when compared to members in other groups.,neutral,entailment
Or if they ever will at all?,Will they ever accept you at all?,neutral,contradiction
hordes of giggling high school girls ...,There are a lot of giggling high school girls in the hallway.,neutral,entailment
"According to one report, Saddam Hussein's efforts at this time to rebuild relations with the Saudis and other Middle Eastern regimes led him to stay clear of Bin Ladin.",It was because of his time spent making up for past actions that Saddam Hussein did not come in contact with Bin Laden. ,neutral,entailment
"The more pieces in a marker, the more effort required to make an efficient marker of a given width.",Effort needed increases exponentially with the number of pieces in a marker.,neutral,entailment
"Maggy, frightened by the booming sounds, whimpers to Deb,  Scary, Mommy.",Maggy's mom comforted Maggy during the storm.,neutral,contradiction
"In the new competitive arena'where demand uncertainty and time to market have become important factors along with price'textile firms are being forced to adapt to information-integrated channels, rather than just drawing on the economies of scale that led to their success in the past.",Demand uncertainty is purportedly more important than time to market. ,neutral,entailment
Enclosed is a pledge card and return envelope to assist you in making your tax deductible contribution.,You will need to mail the pledge card to us in order to make a tax deductible contribution.,entailment,contradiction
We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,We have put in a lot of effort to the work,neutral,entailment
"In addition, its capacity to use information on the state of demand allows it to set inventory levels on a SKU basis that balances the benefits of having a product available against the costs of holding work-in-process and finished goods inventories.",Balancing  the benefits of product availability and the cost of holding in progress as well as finished goods can be computed through a mathematical model.,neutral,entailment
"Um, as a child, what did you like most about the story, as opposed to what you would like most about it now?",Did you enjoy this story at all in your life?,neutral,contradiction
Such a clue for COCK might  adult male of the domestic fowl .,The word cock has dirty connotations in slang. ,neutral,entailment
"Your gift today of $25, $50, $125, $250 or more will help keep our Red Shield a strong, reputable symbol of hope -- for those we assist, as well as for those who are watching!",Your gift will go a long way to help the children under Red Shield.,neutral,entailment
"Most of the book is an A-Z listing of words that are, for the most part, sexist, but, as the author sets forth in the User's Guide,  Some words are included here because they are  Is a belly dancer always a woman?",There are 3 words in the book that are not sexist.,neutral,contradiction
"This startling news prompted the mission crew commander at NEADS to take immediate control of the airspace to clear a flight path for the Langley Okay, we're going to turn it . . . crank it up.","They cleared a flight path to Langley, and the plane turned.",neutral,entailment
The Hijacking of American 77 American Airlines Flight 77 was scheduled to depart from Washington Dulles for Los Angeles at 8:10.,The plane was on time when it took off.,neutral,contradiction
"The work in question offers nothing regarding language, so its review here is ancillary to the main function of VERBATIM.",Verbatim does not do book reviews.,contradiction,entailment
It would be so damn foggy you could not see the yellow line on that divided highway in front of you and we to turn left out onto this highway.,The fog did not allow us to turn right. ,neutral,entailment
"Our answer to that is, we stay focused on our mission of empowerment of women and their families.",We serve more women in our programs than men.,neutral,entailment
"Eventually, the shelter received word that the alleged hijacker 5 miles away had been a medevac helicopter.",The shelter acted against the hijacked medevac helicopter.,neutral,contradiction
"He tried the radios, first calling the aircraft directly, then the airline.","He tried talking to the pilot, then he contacted the airline.",entailment,contradiction
It was a very interesting experience.,"There were a lot of ups and downs, never a dull moment.",neutral,entailment
His preaching had inspired the assassination of Sadat.,Sadat was killed by his followers.,neutral,entailment
"And, um, I just wish that my counselor would have been more helpful to me.",I wish my counselor would have helped me pick better classes.,neutral,contradiction
"As you know, we are in the process of building an endowment fund in graduate periodontics at Indiana University which will honor Dr. Timothy J. O'Leary, a man whose leadership played a significant role in our school and profession.",The best ever dental professor we ever had was Dr. Timothy J. O'Leary.,neutral,contradiction
Consider a series of studies that examined length of maternity leave in relation to employed mothers' psychological well-being and parenting behaviors.,"The study revealed that  the shorter the maternity leave, the worse the mental health.",neutral,contradiction
And they are less likely to cry and more likely to use gestures and words to express their desires than are infants whose parents delayed or failed to respond to their calls for help.,Children who use gestures can be presumed deaf.,neutral,contradiction
And it was nice talking to you.,I look forward to talking to you next week.,neutral,entailment
That nine minutes' notice before impact was the most the military would receive of any of the four hijackings.,"The military had no time to react, given only nine minutes at most.",entailment,contradiction
"But under rapid replenishment arrangements, the inventory risk is now assumed by the apparel manufacturer; consequently assembly time is now very important.",Rapid replenishment arrangements puts inventory risk on the vendor.,contradiction,entailment
As if this earth in fast thick pants were breathing.,The earth is not alive.,neutral,contradiction
 Do you think that's what she wants? ,Could she want something else?,neutral,entailment
One of the flights that received the warning was United 93.,Three flights in total received warnings.,neutral,contradiction
"O brave new world,/ That has such people in 't. ","The world used to be a cold, cruel place.",neutral,contradiction
Such a short-cycle production system adds to the cost of customized apparel.,Customized apparel has a lot of costs associated with it because it is small-scale.,neutral,contradiction
"When we quote from a source document, we use its transliteration, e.g.,al Qida instead of al Qaeda.",When a source document is quoted we directly translate the scripting language into the Latin alphabet.,entailment,contradiction
And the rate of textile productivity over this period far outpaced that for the manufacturing sector as a whole.,The textile industry is the most rapidly growing industry in manufacturing.,neutral,contradiction
"Instead, in a number of cases their rulers sought to buy off local Islamist movements by ceding control of many social and educational issues.",Islamist movements would not accept bribery from rulers.,neutral,contradiction
"It is a game that is like fishing in a barrel, but more stimulating mentally.",There are better games than fishing.,neutral,contradiction
"After an adult describes and demonstrates some activity (for example, putting a teddy bear to bed), 1-year-olds who as yet have little language can easily reproduce the main steps in correct sequence with toys.",Young children really like toys because they are fun.,neutral,entailment
"While that has not been literally proposed (as far as I know), the fact that the men's names appear first has been used by some feminists to illustrate the manifestation of an attitude that women have had to put up with all these centuries.","That men's names appear first in our society is indicative of the attitude our society holds of women, in other societies where this is not the case, there is not a corresponding attitude. ",neutral,entailment
[From a review of Handel's Tamerlano in the  issue of Stereo Review.,Handel's Tamerlano is very popular amongst inner city youth.,neutral,contradiction
"At the same time, the Sudanese regime began to change.",The Sudan regime was working to change for the better.,neutral,entailment
Bin Ladin also began to have serious money problems.,Bin Ladin began to suffer serious money problems due to his gambling habit.,neutral,contradiction
"By 1920, over half of the spinning and weaving capacity was in the South, leading industrialization there.",Most of the weaving capacity was in the South because it was close to ports.,neutral,contradiction
Do you still want to be a nurse or--?,Are you still physically able to handle a nursing career?,neutral,entailment
The knitting machine produces cloth as the loom does but uses a different method.,Cloth produced by the knitting machine was of similar quality to cloth from the loom.,neutral,contradiction
"Unfortunately, these are difficult times for public institutions of higher education.",Public universities are still too expensive for students. ,neutral,contradiction
"He next spoke to Vice President Cheney, Dr. Rice, New York Governor George Pataki, and FBI Director Robert Mueller.",He spoke next to the highest members of the government.,neutral,entailment
"Bin Ladin flew on a leased aircraft from Khartoum to Jalalabad, with a refueling stopover in the United Arab Emirates.","The intelligence community was not prepared for the stopover, so Bin Ladin escaped the United Arab Emirates.",neutral,contradiction
"The Taliban leader Mullah Omar promptly invited Bin Ladin to move to Kandahar, ostensibly in the interests of Bin Ladin's own security but more likely to situate him where he might be easier to control.",Bin Ladin suspected that there were hidden reasons for his invitation.,neutral,contradiction
Are your parents putting a lot of pressure on you?,Is the pressure from your folks stressing you out?,neutral,entailment
"These new practices'which we call lean retailing'have compelled apparel producers to reorganize the manner in which they relate to retail customers, undertake distribution, forecast and plan production, and manage their supplier relations.","Though consumers are important, the marketing for retail products is much more important.",neutral,contradiction
"He worked, he's a teacher, and at that time he worked as the principal of that school, of that school, because it was a, like a high school, there was, from first (grade) to high school.","The man is a legend. He is love, he is life.",neutral,contradiction
They said the hijackers wielded knives and claimed to have a bomb.,The highjackers were heavily armed against passengers. ,neutral,entailment
What other kind of things do you do for your dad?,Your dad does not care what things you do.,neutral,contradiction
"Simply put, the less certain retailers are of the demand for their product, the more safety stock they must hold to meet consumer needs.","If a retailer is unsure of the demand for the product, they have to decrease the safety stock they are holding.",contradiction,entailment
"Between 7:03 and 7:39, Saeed al Ghamdi, Ahmed al Nami, Ahmad al Haznawi, and Ziad Jarrah checked in at the United Airlines ticket counter for Flight 93, going to Los Angeles.",The three individuals had consecutive positions when lining up for the ticket counter.,neutral,entailment
Basic items also represent a major percentage of all apparel goods sold.,White t-shirts are the best selling basic item.,neutral,contradiction
"Then he assists with a general prompt,  Which piece might go down here? ","Which piece might fit here?, as he moved towards the table and assisted with a general prompt. ",neutral,entailment
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.,There were economies of scale related to workers on the production line.,neutral,entailment
"noisome Has nothing to do with sound or decibel level, but means simply unpleasant or disgusting.","Noisome had something to do with the lights, however.",neutral,contradiction
"I said, Well we got some // gasoline.","The gasoline was in a container, not a vehicle.",neutral,contradiction
"Eventually ramrod became personified, taking on the added meaning of `one marked by rigidity, stiffness, and severity,' even though the original ramrods, which were straight, were rather flexible.",The original ramrod was wavy but not very easy to bend.,contradiction,entailment
"The idea of a domestic command for homeland defense began to be discussed in 1997, and in 1999 the Joint Chiefs developed a concept for the establishment of a domestic Unified Command.",The Joint Chiefs don't like the idea of a domestic command.,neutral,contradiction
"We are asking for your ten dollars to help fund our programs of Research, Education, and Patient Service and Rehabilitation.","Research programs are funded internally, your ten dollars will go towards other goals.",contradiction,entailment
"Using traditional sewing operations, it typically takes eight weeks to produce a coat, from the time an order is issued for cutting to the moment the finished goods are hanging in a manufacturer's distribution center.",Traditional sewing operations are not used often to create coats today because they perform poorly when creating modern sizes.,neutral,contradiction
Human needs are on the rise in central Indiana and we have to meet the challenge.,Human needs have steadily been on the rise over the past 10 years. ,neutral,contradiction
"With all the activity, these facilities will be used more than ever!","With so much activity, this facility will be busy all the time.",neutral,entailment
Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta .,It would be a boon if Maledicta had more such interviews.,neutral,entailment
"Together, I think we can make a contribution to that upgrading of the lounge which will be very meaningful for the students.",The students are counting on us to help fix the lounge.,neutral,entailment
"That was the first time I saw them, the gue, the guerillas.",I was very scared when we were ambushed by the tribes.,neutral,contradiction
NEADS reported to the Continental U.S.,NEADS is a military operation.,neutral,contradiction
"Fortunately, not all reports are as disturbing as Hochschild's.",All of Hochschild's studies were very disturbing.,neutral,contradiction
"Once inside, Vice President Cheney and the agents paused in an area of the tunnel that had a secure phone, a bench, and television.",Cheney and the agents stopped in the tunnel to collect their thoughts.,neutral,entailment
"Adjust the task to an appropriately challenging level, and tailor teaching and assistance to the child's changing needs.",Kids become discouraged easily when the level is inappropriately challenging.,neutral,contradiction
"When I was teaching there, the explanation invariably given by boys brought to me for scrapping in the playground   Ee it oi, so oi it ee. ",I quit teaching to become a reporter.,neutral,contradiction
"American narratives rarely dwelt on misdeeds and, at times, even recast children's oenses as strengths'as indicative of quick thinking and an active, spirited disposition.",American narratives were bad for children's behavior and development.,neutral,contradiction
Please remain quiet.,Please don't speak for ten minutes.,neutral,entailment
Retail Replenishment Performance,All retail stores need to restock.,neutral,contradiction
"Specifically, our manufacturer checked inventory of every item each week.",The inventory check for our manufacturer happens every Tuesday.,neutral,contradiction
Far more acquired valuable skills but lived in stagnant economies that could not generate satisfying jobs.,Once the economy turned up everyone who needed a job found one.,neutral,contradiction
"(Admittedly, no party completely purges its rhetoric of terms like phallologocentric, however.)",Often rhetoric of terms like phallogocentric is purged.,contradiction,entailment
\\ Can you remember the very first stories that were read when you were little?,Do you remember having fairy tales read to you?,neutral,entailment
Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03.,The NMCC heard about the hijacking of United 93 at 10:03 when it was reported on CNN.,neutral,contradiction
"So, I'm kind of like the hope, I guess.",I am their only hope this year.,neutral,contradiction
"As Figure 6.6 shows, the safety stock needed to achieve a given customer service level is proportional to the standard deviation of the demand forecast.",There are no instances where Figure 6.6 shows a picture of a kitten.,neutral,contradiction
"But between water and watt there are fifty-four main entries in Cobuild and 148 in CED . They share such entries as water biscuit and waterworks . But in addition CED alone enters water measurer (a `bug'), Watford (a `town north of London'), etc.","Cobuild and CED both contain water biscuit and waterworks, but only CED has water measurer.",entailment,contradiction
Here's how YOU can make an important difference in someone's life.,You can help by donating your time or money to our organization.,neutral,entailment
"All that day, we didn't get up (off the floor).",We had fallen on the floor because the floor was wet.,neutral,contradiction
"In many ways, the name describes what this campus campaign is all about.","This campus campaign is very important, and so is its name.",neutral,entailment
Do you ever tell this story yourself?,Do you ever tell the story about when we fell down the well?,neutral,contradiction
"We broke new ground by using information technology to manage our business together, instead of just to audit it.",Using information technology to manage our business has made everything run more smoothly.,neutral,entailment
 From Fiber to Cloth to Finished Product,From cloth to fiber to finished product.,contradiction,entailment
F-15 fighters were scrambled at 8:46 from Otis Air Force Base.,The F-15 fighters were carrying air-to-air missiles.,neutral,contradiction
") In some countries, puzzles of this type are called  cryptograms,  a name we shall use from here on.",Cryptograms are really complex and fun to figure out. ,neutral,entailment
 You can't do it with your hands; you need a peeler.,"It is technically possible, but not permitted for one to use their hands.",neutral,entailment
"We have provided throughout the years quality legal education, and we are continuing to improve.",Our education will always be top knotch. ,neutral,contradiction
Shootdown authority was first communicated to NEADS at 10:31.,NEADS shot down a plane at 10:43.,neutral,contradiction
"We would like to announce the success of this year's campaign at the Annual Meeting on April 27, so please return you pledge or gift within the next 30 days.","This year's campaign at the Annual Meeting on April 27, 2008 was successful.",neutral,entailment
"Worst of all, Wanda had to deal with this worsening problem as she was trying to succeed at her new job.","If Wanda didn't have to work, she would finally be able to solve this problem.",neutral,contradiction
There was one particular woman I don't recall her name.,Perhaps that woman's name was Susan. ,neutral,entailment
I moved to San Diego.,I went from Indianapolis to San Diego.,neutral,contradiction
"Nothing I re, that I recall.",My memory is bad so I can't recall.,neutral,contradiction
The literacy statistics change little from year to year.,Literacy statistics have been progressively getting worse.,neutral,contradiction
"Over the years, a number of well-respected individuals have spoken out on behalf of our mission ...our service ...and our stewardship.","Among the well-respected persons who encouraged our service, there was Emma Watson. ",neutral,contradiction
Please send your most generous gift today.,PLease send the gift you value most today.,neutral,entailment
Two of them told me yesterday that as a group they decided they had to earn the right to ask others for help by accomplishing something real to help themselves.,"By providing community service, the group proved that they can accomplish something on their own.",neutral,entailment
"Partnership with YMCA of Liberia - In 1998, we continued our efforts to help the YMCA of Liberia re-establish after 7 years of civil war.",It is expected that recovery will take a decade. ,neutral,entailment
And they had to take him to a hospital right.,They had to take him to the hospital after the injury.,neutral,entailment
From that point of view the differing interpretations Mr. Anson and I read into the passage are of secondary importance.,Mr. Anson was an expert at political interpretations.,neutral,contradiction
Both pilots had been killed (reported by one flight attendant).,All of the pilots have been killed. ,entailment,contradiction
A gift to Pleasant Run means the children in our care will have presents to open.,"If you don't donate to Pleasant Run, the children we care for will be unhappy.",neutral,contradiction
Bin Ladin also began to have serious money problems.,Bin Ladin began to suffer serious money problems due to his gambling habit.,neutral,contradiction
"The staff member has mentioned several times to Becky that she should take the art home, but Becky doesn't want to; she wants the staff person to have it.",The staff member told Becky to take the art home but Becky told the lady to hang it on her fridge.,neutral,contradiction
Did you have lots of storybooks at your house that were read to you?,Did your parents read their books to you?,neutral,entailment
"These experiments in political Islam faltered during the 1990 the Iranian revolution lost momentum, prestige, and public support, and Pakistan's rulers found that most of its population had little enthusiasm for fundamentalist Islam.",It is impossible to have a political Islamic state with popular support.,neutral,contradiction
"Um, do you remember everything that your mom, like when she's telling the story, do you remember everything she tells or is some of it you remember and some of it you don't?",Do you remember the stories your mom tells you about when she was a little girl?,neutral,entailment
"Of those beginning prenatal care in the first trimester, Indiana mothers rank in the lower third of individuals receiving such care nationwide.",The state's health care system is to blame for why many Indiana mothers do not receive care in the first trimester.,neutral,contradiction
And who could blame him?,"He had no idea, why would he be guilty?",neutral,contradiction
"My father didn't read anything in terms of what you'd call a book, uh, but he was analytical of the Sport of Kings, and, so would peruse the paper to check on that . But, uh, my mother, uh, you know, didn't read a whole lot, but spent a lot of time reading to me, uh, my being an only child.",My father is a scientist who works at NASA.,neutral,contradiction
Many manufacturers do not explicitly track and use information like weekly demand variation for different SKUs.,Manufacturers use different SKUs in their systems.,neutral,entailment
Take a few moments to list five or six competencies of a child you know well.,"If you can list more than five, great! If not, no need to worry.",neutral,entailment
"For your convenience, I am enclosing a copy of Form CC-40, which should be filed with your Indiana State Income Tax.",I have included a Form CC-40 because you earned a certain amount of money and must fill it out.,neutral,entailment
Benson's action picture in Lucia in London (Chapter 8):  Georgie stepped on a beautiful pansy. ,The fact that he crushed a beautiful flower broke Georgie's heart in Chapter 8 of Lucia in London.,neutral,contradiction
How can parents beat the  time bind ?,How can parents find more fun?,neutral,contradiction
Yet our roots go much deeper.,Yet our roots go further down.,entailment,contradiction
"As I recall, I've never asked you for a contribution...until now.",The need is greater than ever for your support.,neutral,contradiction
"At 10:02, the communicators in the shelter began receiving reports from the Secret Service of an inbound aircraft-presumably hijacked-heading toward Washington.",12 jets scrambled to protect the nation's capitol.,neutral,contradiction
More picturesque are the references to erections.,The references to erections had a lot of pictures.,neutral,entailment
" How to protect your neighborhood against crime and Jennifer Beals, star of `The Bride.",You need to protect your neighborhood from Jennifer,neutral,entailment
"Oh yes, yes they did.",Yes they did offer free books.,neutral,entailment
"'  Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy.",English and Spanish both come from Latin.,neutral,entailment
A men's trousers manufacturer in the early 1990s invested in modular production in some of its lines to reduce throughput times.,Modular production helped to speed up the amount of trousers being produced in the early 1990s.,neutral,entailment
Clusters of Supplier  One Innovation Is Not Enough,More innovations will be required,entailment,contradiction
No it hasn't because my grades are still pretty bad.,I should really spend more time studying and try harder to get to all my classes.,neutral,contradiction
Throwing up.,Throwing up due to alcohol poisoning.,neutral,contradiction
One senior FAA air traffic control manager said that it was simply not the FAA's place to order the airlines what to tell their pilots.,The FAA tries to control pilots too much. ,neutral,contradiction
We were very proud that our class stepped up and made a difference for young deserving students -just like we were 20 years ago back in 1980!,Our class was the best class ever at the school.  ,neutral,contradiction
OK Adam is now going to talk about the music industry.,Adam will discuss rock music. ,neutral,entailment
These changes are related to new technology and foreign competition.,They are trying to stay on top of their competitors.,neutral,contradiction
"He had a pillow, one of those big pillows, and it looked red, all of it with blood and swollen like this . So he said, from the running down from several places, but the one that, this one [indicates eyebrow], was, was too much.",He was in rough shape and bled everywhere after being shot in the face.,neutral,contradiction
" United nine three, have you got information on that yet?",No information was given on United 93.  ,neutral,contradiction
Let's look for Paua shells!,Let's look for shells on the beach.,neutral,contradiction
F-15 fighters were scrambled at 8:46 from Otis Air Force Base.,The F-15 fighters were carrying air-to-air missiles.,neutral,contradiction
"As you know, SEND is a neighborhood-based organization investing in Greater Fountain Square's housing, youth, and economic future.",SEND invests in the Greater Nashville area.,neutral,contradiction
"Because my whole first year, I didn't work.",I did not have anytime for a job my first year of college.,neutral,entailment
Ricky alternately named the numbers he recognized and counted items as they passed through the checkout.,Ricky likes to count items as they pass him.,neutral,entailment
The employers in the stable shops with employees whom they were anxious to keep suffered as much as we did because the union was weak.,Even those employees with strong union representation suffered because their employers were anxious to keep them.,entailment,contradiction
"Men say that, too, of course.",Men say that with a lot more confidence.,neutral,entailment
"Best of all, probably, was the unintentional but unavoidable hilarity roused by Hattie McDaniels, Butterfly McQueen, and Vivien Leigh as they jabbered and squeaked in Japanese about Ashley Wilkes, Mista Rhett, and the fall of Atlanta.",The squeaked in Japanese about how gruesome the fall of Atlanta was.,neutral,contradiction
"So, I said, No, I said, I'm not going to be able to go.",I could not go because I had to study for an exam.,neutral,contradiction
"At 9:32, a hijacker, probably Jarrah, made or attempted to make the following announcement to the passengers of Flight 93:Ladies and  Here the captain, please sit down keep remaining sitting.",Jarrah succeeded in convincing the passengers to stay calm thanks to his efforts at 9:32.,neutral,contradiction
"But the power of words is such that I contend their impact is totally lost if not treated  somehow, there is a difference between  Someone had written shit on the wall  and  Some asshole had written shit on the wall : the writer of the former has more credibility; the writer of the latter was, very likely, the very asshole who had written shit on the wall.",A girl wrote some shit on the wall.,neutral,contradiction
"Chapter 10 considers how new human resource practices that allow for short-cycle production, in concert with the use of information technology, can positively affect the performance of suppliers.",Chapter 10 also goes beyond human resource practices to describe how performance of suppliers can improve.,neutral,entailment
"Because my whole first year, I didn't work.",I did not have anytime for a job my first year of college.,neutral,entailment
"In order to develop job skills, a man with some serious disabilities begins working in Goodwill's industrial division.","A man with serious disabilities, who thought he would never find employment, begins working at Goodwill.",neutral,contradiction
"After anesthesia was introduced in the U.S. in 1844, the phrase came flguratively to mean to `deal with a bad situation resolutely,' as in Rudyard Kipling's lines  Bite the bullet, old man,/ And don't let them think you're afraid. ",Anaesthesia was available during the American Revolution.,contradiction,entailment
"Because several passengers on United 93 described three hijackers on the plane, not four, some have wondered whether one of the hijackers had been able to use the cockpit jump seat from the outset of the flight.",There were exactly three hijackers on the plane.,neutral,entailment
"According to Campbell, the only godlike female figure in the Bible is the Virgin Mary, and she appears, identified as virgin, only in the Gospel according to Luke.","Mary was not a virgin, she lied to save face. ",neutral,contradiction
"The time saved in production can be lost if the distribution method is slow, or if there are other impediments to the movement of products from the apparel-maker to the retailer.",The speed of production won't matter in the long run if you keep on having excess stocks due to slow selling.,neutral,contradiction
"In this chapter, we will concentrate on the past hundred years, outlining major changes in American retail, apparel, and textiles that occurred before the 1980s.",Hundreds of year of history is included in this chapter.,contradiction,entailment
"So, I said, No, I said, I'm not going to be able to go.",I could not go because I had to study for an exam.,neutral,contradiction
This was the word that first caught my eye as the obverse of onomatopoeia.,I didn't know the meaning of the word that caught my eye.,neutral,contradiction
"Partnership with YMCA of Liberia - In 1998, we continued our efforts to help the YMCA of Liberia re-establish after 7 years of civil war.",It is expected that recovery will take a decade. ,neutral,entailment
It's one of the Little Golden?,Is it The Poky Little Puppy?,neutral,contradiction
But technical innovations have aided the operators.,Operators have been able to save time through the assistance of technology.,neutral,entailment
"The video footage indicates that he was carrying an unidentified item in his back pocket, clipped to its rim.",The item later turned out to be a pager that was clipped to his pocket.,neutral,contradiction
"Because, well, no, Ines was putting up an argument that-, when he told her, No, he said, e, Luis Alonso, I may be going to die, he said, because so much blood loss, he said. ",Nobody had ever survived that type of blood loss before.,neutral,contradiction
I am pleased to tell you that we have had a positive response to the letter.,We have had a positive response to the letter because we include drugs in the envelope. ,neutral,contradiction
You never call.,"You rarely call on the phone, nor webcam. ",neutral,contradiction
"By the mid-1980s, a number of the most prestigious retailers were faltering, with some filing for bankruptcy or being acquired by other retailers.",A number of the most prestigious retailers were faltering because they closed their stores for daily siestas.,neutral,contradiction
"Slang's space cadet `an eccentric, especially one who is stuporous or out of touch with reality' evolved from  Tom Corbett, Space Cadet,  a 1950 television series depicting the adventures of a 24th-century cadet in the Solar Guides, the interplanetary police force keeping order in the Solar Alliance.",The 1950s television series was critically acclaimed for its novel approach to science-fiction.,neutral,contradiction
"The Hazmi brothers, sitting in 5E and 5F, joined Hanjour in the first-class cabin.","The men had a considerable amount of money, as they were able to afford first class seats.",neutral,entailment
"So, too, feminists lobby for gender-neutral terms when appropriate.",Gender neutral terms should always be used.,neutral,contradiction
Anything you remember?,What was his name?,neutral,contradiction
"Indiana residents (4,400 of our 5,980 alumni) may also take advantage of the Indiana Tax Credit (Form CC-40).",The tax credit is expected to be around a $400 rebate per year.,neutral,contradiction
"Having spreading, computer-cutting, fusing, and inspection in the same areas also allows teams of cross-trained workers to prepare the order for sewing, finishing, final inspection, and packaging.",The cross-trained workers have a hard time preparing the order.,neutral,contradiction
Many business firms have  casual days  for office attire.,There would be a strike if business firms didn't practice casual days.,neutral,contradiction
Consider a series of studies that examined length of maternity leave in relation to employed mothers' psychological well-being and parenting behaviors.,"The study revealed that  the shorter the maternity leave, the worse the mental health.",neutral,contradiction
"Now that manufacturers of power tools and ball bearings talk about their products as  fashion  items, the apparel industry'always subject to the whims of fashion'has much to say to any industry that involves retailing.",There are many power tools that people refer to as fashion items.,neutral,entailment
"We use terms like Neanderthal Man, Peking Man , etc., without believing for a moment that there were no Neanderthal or Peking women (leaving aside Peking Toms).",People consider calling Neanderthal Man a sexist term as it doesn't include women,neutral,contradiction
Do feel like it's changed a lot?,Do you prefer the new changes to it? ,neutral,contradiction
And who told you that story?,Did you hear the story from a companion? ,neutral,contradiction
FAA personnel at both Reagan National and Dulles airports notified the Secret Service.,FAA personnel at both airports contacted the Secret Service and told them about the hijackings.,neutral,contradiction
"In Mandarin the name America becomes `beautiful nation,' as Mr. Henn says.","In Mandarin, the name Finland translates to 'cold place' according to Mr Henn's wife.",neutral,contradiction
"But the longer term viability of American textile centers will depend on the development of infrastructures capable of supporting advanced textile production in countries close to the U.S. market, such as Mexico and elsewhere in Latin America.",Production in Latin American countries is much more cost effective.,neutral,contradiction
"That is to say, beside Indo-European and Indo-Hittite, there must have existed an Indo-Slurvian.",There are many types of Indo people in existence.,neutral,entailment
The employers in the stable shops with employees whom they were anxious to keep suffered as much as we did because the union was weak.,Workers who had good union representation benefited from improved conditions since their employers couldn't easily get rid of them.,neutral,contradiction
Bin Ladin's impressive array of offices covertly provided financial and other support for terrorist activities.,Bin Laden's offices gave information and support for his terrorist activities. ,neutral,entailment
Then he shoots his bolt and wad by taking a long shot at some one-shot deal that will win him the whole shooting match.,"He didn't think he'd hit the mark, but figured he'd take a long-shot. ",neutral,contradiction
"Of the two, the W geographical listings seem more  W lists Aylesbury , which, through some grievous, egregious fault, is not in the geographical section of the L but does appear in the A-Z section (because of the ducks).",Probably because ducks are called abolishinist zebras in Australia.,neutral,contradiction
"During the 1980s, however, the amount of inventory held by Federated ballooned while it faced bankruptcy.",Federated's financial difficulties lead them to unload large chunks of inventory at a loss.,contradiction,entailment
Is there anything else you want to--?,Any other stories you'd like to tell me?,neutral,entailment
"I do not know how he would rate it, but I must confess that for general use I am inclined to put it just a little ahead of Chambers . But I haven't found it quite as much fun to browse in.","I'm sure he'd consider Chambers to be better, and I agree.",neutral,contradiction
"Not really, that's all.",That is really all.,entailment,contradiction
"33 By 1994, the Saudi government would freeze his financial assets and revoke his citizenship.",He went to another country after having his citizenship revoked.,neutral,contradiction
"As it began, some of the hijackers-most likely Wail al Shehri and Waleed al Shehri, who were seated in row 2 in first class-stabbed the two unarmed flight attendants who would have been preparing for cabin service.",The terrorists stabbed two men in first class.,neutral,entailment
"That was the first time I saw them, the gue, the guerillas.",I was very scared when we were ambushed by the tribes.,neutral,contradiction
"And, anyway, uh, anyway, went on from there, started doing a lot of stuff in college working with um one person specifically.",I had an exclusive partnership with a faculty mate in college.,neutral,entailment
"After a lifetime of trials, Donna not only earned her GED at Goodwill, she earned a job here. ",Donna was happy to finally have a job.,neutral,entailment
"9 About two-thirds of the production volume of our surveyed business units did their marker-making, spreading, and cutting in a single location.",Roughly 66 percent of the production volume did their tasks in a single location.,entailment,contradiction
"This was followed by a second radio transmission, with sounds of screaming.",There was another radio transmission that had a lot of people screaming about a hijacker killing people,neutral,contradiction
"But, uh, I guess I did that for it must have been close to, um, a year and a half maybe, and then I decided not, and ended up leaving.",I left after a year and five months. ,neutral,contradiction
"I was on this earth you know, I've lived on this earth for some reason, I just don't know what it is yet.",There is definitely no explanation for why I have lived on this planet. ,contradiction,entailment
"I guess I want to say that it's been a real positive experience living here, because my, my mother really wants to move back up north because that's where she's from.",My mother does not really like living here.,neutral,contradiction
Your involvement will be greatly appreciated.,Your help is really needed and would be appreciated.,neutral,entailment
