premise,hypothesis,gold_label,pred_label
General David Wherley-the commander of the 113th Wing-reached out to the Secret Service after hearing secondhand reports that it wanted fighters airborne.,Wherley was the commander of the 113th Wing of the Air Force.,neutral,entailment
Your contribution--large or small-- through the Annual Fund will carry us one more step toward realizing the Purdue dream for the 21st century.,Perdue will not reach its goals without your help. ,neutral,entailment
"Again, thanks for your support.","Again, thank you for the monetary donations.",neutral,entailment
"In the mid-1990s, Nordstrom ran newspaper ads promising, for certain products, that if the size or color of an item the customer wished to purchase was not in stock at the store, Nordstrom would locate the desired item and mail it to the customer at no additional cost'both the item and its delivery were free.",Nordstrom ran ads in the newspaper for help with pest control during the 1980s.,contradiction,entailment
Yet the train trip across the country she will take at age 3 1/2 and her first day of kindergarten at age 5 may still be memorable when she is 80.,She isn't going to remember the train trip across the country.,neutral,entailment
New initiatives in the inner-city are taking hold.,We do not have an inner-city program yet.,neutral,entailment
I look forward to seeing your name on our membership list.,I hope you won't join our organization.,contradiction,entailment
"I was on this earth you know, I've lived on this earth for some reason, I just don't know what it is yet.",There is definitely no explanation for why I have lived on this planet. ,contradiction,entailment
"If there is something wrong, it behooves us to get at the roots of the problem, not to flail about wildly, for only after the source of a disease has been identified can one properly investigate its cure.","Don't try to getvto the root of the problem, the answer is on the surface. ",contradiction,entailment
"Well-known theories of child development'Freud's, Skinner's, Gesell's, and Piaget's, for example'provide little comfort, since dramatic shifts in favored theories have occurred since the launching of systematic study of children about 100 years ago.",Freud's theories of child development is not a well known piece of information.,contradiction,entailment
"Because he knew little about the cattle business and cared less, he never got around to branding his stock.",Branding cattle stock is vital to guarantee ownership and prevent disease.,neutral,entailment
Another passenger told her they were traveling northeast.,The passenger said they are going south.,contradiction,entailment
"He notified his supervisor, who passed the notice up the chain of command.",The supervisor really didn't feel like passing up the notice.,neutral,entailment
"Thanks to the support United Way of Central Indiana receives from people like you, there are hundreds of stories like Cecilia's.",United Way gets no support.,contradiction,entailment
"Um, I wanted to be closer to my family, number one, and, um, number two, I have a lot of friends coming here, which helped me a lot, and, um, I just liked the Charlotte, um, UNC Charlotte because I wanted to be a, a nurse.","I wanted to move far away from my family, so I went to Charlotte.",contradiction,entailment
Uh she had a big garage that was separate from the house and almost bigger than the house it was almost like it was a barn.,That shed was absolutely dwarfed by the house.,contradiction,entailment
Support at this level could assist the dental school in a variety of ways.,The dental school doesn't need any assistance.,contradiction,entailment
Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies.,There aren't any camper referrals. ,contradiction,entailment
"Well, he milked the cow every morning, but that day, he couldn't milk her, because the gunfire was so heavy, and because everything was falling near the house.",He could not do his daily milking because the civil war was taking place near his house.,neutral,entailment
"In an intensive observational study of daily storytelling in two communities'six middle-class Chinese families in Taipei, Taiwan, and six middle-class American families in an Irish-Catholic neighborhood in Chicago'Peggy Miller and her colleagues72 found that preschoolers and their family members routinely narrated past experiences.",Peggy Miler's observational study of daily storytelling received an award.,neutral,entailment
Readiness for Narrative.,The narrative is being delivered orally.,neutral,entailment
"Na, that's the only one they told me.",They told me millions of different ones.,contradiction,entailment
This machine picks up cut material from a carousel at one end and delivers finished sleeves at the other.,This machine is unable to do anything more than handle sleeves.,contradiction,entailment
"And you said, How do I get this tar off of me uncle?",Did you seriously get tar on your uncle and you couldn't even figure out how to get it off?,neutral,entailment
Bin Ladin had to tell the Libyans who had been part of his Islamic army that he could no longer protect them and that they had to leave the country.,Some Libyans chose to stay and fight with Bin Laden.,neutral,entailment
"The connotation of gifted artistic performance, however, might stem from the gypsy culture in Andalusia whose dialect, cal?? , has words like duquende (possibly from the Russian dook ) meaning `spirit or ghost,' and duquendio , meaning `maestro.",The connotation of gifted artistic performance in no way stems from the gypsy culture in Andalusia.,contradiction,entailment
"Because, there were a lot more things.",The things were stacked on top of one another.,neutral,entailment
"In addition, there was a rich collection of words relating to water, not necessarily indicating its presence.",There was a collection of words that were about water because it was so important to those people.,neutral,entailment
"The centering operation is important because the diameter of a knit tube varies slightly along its length, and it is necessary to reference cutting from the midline of the tube.",The centering operation is crucial to make sure the fabric is cut straight.,neutral,entailment
"And companies in transformed retail-apparel-textile channels have established a complex web of computer hardware and software, other technologies, and managerial practices that have blurred the traditional boundaries between retailers and suppliers.",Companies have yet to establish any sort of web for hardware or software products.,contradiction,entailment
"But, then like me and my mom will talk all the time and she'll come over here and she'll like have a beer and a cigarette with me and it doesn't matter anymore!",My mom and I both like to have the same kind of beer.,neutral,entailment
So you'll go back to school if that doesn't work out?,You have a detailed backup plan which includes returning to school and majoring in business?,neutral,entailment
Your support will help them go to work.,Your support will not help to put people to work.,contradiction,entailment
End of digression and back to MUSKRAT-KAT- Muskrat Ramble is credited to Edward  Kid  Ory and Ray Gilbert.,The Muskrat Ramble is a wrestling special event.,neutral,entailment
Futures for Children was founded over 30 years ago to provide unique solutions for positive and sustainable social change by placing children at the center of community decision-making and action.,Futures for Children was founded 10 years ago.,contradiction,entailment
Then he came and we stayed on in the same place.,We were waiting for him to come over.,neutral,entailment
"Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.","He betrayed all his connections, and as a result, lost them all.",neutral,entailment
"He notified his supervisor, who passed the notice up the chain of command.",The notice was completely ignored by the supervisor and never reached chain of command.,contradiction,entailment
A proportionately large number of you responded to that survey.,Overall a large percentage of you participated in our study when compared to members in other groups.,neutral,entailment
Or if they ever will at all?,Will they ever accept you at all?,neutral,entailment
hordes of giggling high school girls ...,There are a lot of giggling high school girls in the hallway.,neutral,entailment
"According to one report, Saddam Hussein's efforts at this time to rebuild relations with the Saudis and other Middle Eastern regimes led him to stay clear of Bin Ladin.",It was because of his time spent making up for past actions that Saddam Hussein did not come in contact with Bin Laden. ,neutral,entailment
Has that directive been transmitted to the aircraft?,Has radio silence been maintained?,contradiction,entailment
"The more pieces in a marker, the more effort required to make an efficient marker of a given width.",Effort needed increases exponentially with the number of pieces in a marker.,neutral,entailment
"Maggy, frightened by the booming sounds, whimpers to Deb,  Scary, Mommy.",Maggy's mom comforted Maggy during the storm.,neutral,entailment
Please make camp possible for all deserving Indianapolis children and send in a tax deductible contribution today in the enclosed envelope.,Please make camp possible for more children by ignoring this request.,contradiction,entailment
"Uh, how important it was to read and we're all English majors, I think that has something to do with it; my brother, sister and I are all, we're all English majors in college.",My family members are all doctors and I'm the only English major.,contradiction,entailment
"In the new competitive arena'where demand uncertainty and time to market have become important factors along with price'textile firms are being forced to adapt to information-integrated channels, rather than just drawing on the economies of scale that led to their success in the past.",Demand uncertainty is purportedly more important than time to market. ,neutral,entailment
Your gift will go beyond the holiday season.,Your gift will only last for the holidays.,contradiction,entailment
We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,We have put in a lot of effort to the work,neutral,entailment
"But another aircraft was heading toward Washington, an aircraft about which NORAD had heard  United 93.",There were no further aircrafts heading towards Washington.,contradiction,entailment
"In addition, its capacity to use information on the state of demand allows it to set inventory levels on a SKU basis that balances the benefits of having a product available against the costs of holding work-in-process and finished goods inventories.",Balancing  the benefits of product availability and the cost of holding in progress as well as finished goods can be computed through a mathematical model.,neutral,entailment
"Um, as a child, what did you like most about the story, as opposed to what you would like most about it now?",Did you enjoy this story at all in your life?,neutral,entailment
Such a clue for COCK might  adult male of the domestic fowl .,The word cock has dirty connotations in slang. ,neutral,entailment
"Your gift today of $25, $50, $125, $250 or more will help keep our Red Shield a strong, reputable symbol of hope -- for those we assist, as well as for those who are watching!",Your gift will go a long way to help the children under Red Shield.,neutral,entailment
"Most of the book is an A-Z listing of words that are, for the most part, sexist, but, as the author sets forth in the User's Guide,  Some words are included here because they are  Is a belly dancer always a woman?",There are 3 words in the book that are not sexist.,neutral,entailment
"As our consideration of Anselmo and his parents revealed, doing the task for the child severely reduces learning and self-regulation.",We did not consider Anselmo's actions revealing.,contradiction,entailment
"This startling news prompted the mission crew commander at NEADS to take immediate control of the airspace to clear a flight path for the Langley Okay, we're going to turn it . . . crank it up.","They cleared a flight path to Langley, and the plane turned.",neutral,entailment
The Hijacking of American 77 American Airlines Flight 77 was scheduled to depart from Washington Dulles for Los Angeles at 8:10.,The plane was on time when it took off.,neutral,entailment
So that helped you learn about people that you had not necessarily met.,It didn't help them learn about people at all.,contradiction,entailment
"Campbell held that the ancient mythologies and religions are allegorical and that there was no real distinction between gods and goddesses, who were given sexual identity when in human form only to make them more meaningful.",Ancient mythologies are literal. ,contradiction,entailment
"The work in question offers nothing regarding language, so its review here is ancillary to the main function of VERBATIM.",Verbatim does not do book reviews.,contradiction,entailment
It would be so damn foggy you could not see the yellow line on that divided highway in front of you and we to turn left out onto this highway.,The fog did not allow us to turn right. ,neutral,entailment
And uh she had just cartons and cartons of soup labels that she had saved over the years and redeem them you know I don't know five cents a bushel so she was very practical in that regard.,She always burned soup labels in the fireplace. ,contradiction,entailment
"Our answer to that is, we stay focused on our mission of empowerment of women and their families.",We serve more women in our programs than men.,neutral,entailment
"Eventually, the shelter received word that the alleged hijacker 5 miles away had been a medevac helicopter.",The shelter acted against the hijacked medevac helicopter.,neutral,entailment
It was a very interesting experience.,"There were a lot of ups and downs, never a dull moment.",neutral,entailment
"Perhaps $100 is more to your liking or, perhaps, you would be interested in making several smaller gifts during the year.","We don't want anything from you, we just wanted to say hi. ",contradiction,entailment
"Command  Uh, that's a decision somebody's gonna have to make probably in the next ten minutes.",Nobody needs to make that decision soon.,contradiction,entailment
His preaching had inspired the assassination of Sadat.,Sadat was killed by his followers.,neutral,entailment
"And, um, I just wish that my counselor would have been more helpful to me.",I wish my counselor would have helped me pick better classes.,neutral,entailment
"As you know, we are in the process of building an endowment fund in graduate periodontics at Indiana University which will honor Dr. Timothy J. O'Leary, a man whose leadership played a significant role in our school and profession.",The best ever dental professor we ever had was Dr. Timothy J. O'Leary.,neutral,entailment
Consider a series of studies that examined length of maternity leave in relation to employed mothers' psychological well-being and parenting behaviors.,"The study revealed that  the shorter the maternity leave, the worse the mental health.",neutral,entailment
And they are less likely to cry and more likely to use gestures and words to express their desires than are infants whose parents delayed or failed to respond to their calls for help.,Children who use gestures can be presumed deaf.,neutral,entailment
Or the flight attendants may just have been in their way.,There was no way possible that the flight attendants were in the way. ,contradiction,entailment
And it was nice talking to you.,I look forward to talking to you next week.,neutral,entailment
  The correct translation is the  Yueh (or Viet)  of the  south  (as opposed to the  Yueh  who used to be just beyond present-day Shanghai).,THere is no correct translation of the south.,contradiction,entailment
"But under rapid replenishment arrangements, the inventory risk is now assumed by the apparel manufacturer; consequently assembly time is now very important.",Rapid replenishment arrangements puts inventory risk on the vendor.,contradiction,entailment
I guess one of the other authors I like a lot uh is C.S.,I don't like any authors whose initials are C.S.,contradiction,entailment
As if this earth in fast thick pants were breathing.,The earth is not alive.,neutral,entailment
The whole idea of such a procedure is enough to make one sweat bullets.,The procedure doesn't make anyone nervous.,contradiction,entailment
 Do you think that's what she wants? ,Could she want something else?,neutral,entailment
One of the flights that received the warning was United 93.,Three flights in total received warnings.,neutral,entailment
"Once these manufacturing and information practices have been adopted, it should come as no surprise that they affect the performance of business units.","Once these manufacturing and information practices have been dropped, it should come as no surprise that they affect the performance of business units.",contradiction,entailment
"O brave new world,/ That has such people in 't. ","The world used to be a cold, cruel place.",neutral,entailment
Such a short-cycle production system adds to the cost of customized apparel.,Customized apparel has a lot of costs associated with it because it is small-scale.,neutral,entailment
They had been responding to a report about an aircraft that did not exist.,The report referred to an aircraft that existed.,contradiction,entailment
"And, um, I just wish that my counselor would have been more helpful to me.",I wish that my counselor would have stayed out of my business.,contradiction,entailment
That nine minutes' notice before impact was the most the military would receive of any of the four hijackings.,The military had  notice of the hijackings hours before they impacted.,contradiction,entailment
"But NEADS did not know where to send the alert fighter aircraft, and the officer directing the fighters pressed for more I don't know where I'm scrambling these guys to.",NEADS knew the exact location that the aircraft needed to go to.,contradiction,entailment
And the rate of textile productivity over this period far outpaced that for the manufacturing sector as a whole.,The textile industry is the most rapidly growing industry in manufacturing.,neutral,entailment
"You have a good attitude about it, though!",You're so rotten about everything.,contradiction,entailment
"Instead, parents who warmly, but consistently and assertively, require their inhibited child to try new experiences and guide and support them in doing so actually reduce the child's physiological stress reactions, fostering a more adaptive style in the child.",Parents who require their kids to experience new things while still being kind towards them encourage their kids to be less adaptive.,contradiction,entailment
"Instead, in a number of cases their rulers sought to buy off local Islamist movements by ceding control of many social and educational issues.",Islamist movements would not accept bribery from rulers.,neutral,entailment
She told him to shut-up and get her a pack of cigarettes.,She very politely ask him for some smokes.,contradiction,entailment
"It is a game that is like fishing in a barrel, but more stimulating mentally.",There are better games than fishing.,neutral,entailment
This statement was also incorrect.,The statement was all correct.,contradiction,entailment
"'If it were not for the services they provide us, we older persons would not be able to get around to do our business, such as visits to doctors, grocery and drug stores.",Older people would still have transportation with out the service.,contradiction,entailment
"They made up stories sometimes, my mother in particular, she made up stories.","My mother didn't make up any stories, only they did. ",contradiction,entailment
"After an adult describes and demonstrates some activity (for example, putting a teddy bear to bed), 1-year-olds who as yet have little language can easily reproduce the main steps in correct sequence with toys.",Young children really like toys because they are fun.,neutral,entailment
Does he ever let you drive the car?,Does he ever let you ride the bike?,contradiction,entailment
"While that has not been literally proposed (as far as I know), the fact that the men's names appear first has been used by some feminists to illustrate the manifestation of an attitude that women have had to put up with all these centuries.","That men's names appear first in our society is indicative of the attitude our society holds of women, in other societies where this is not the case, there is not a corresponding attitude. ",neutral,entailment
"Together with those who were already donors, there are over 1,350 staff and faculty supporting the work of IUPUI with their gifts.","The IUPUI has no supporters, and is having trouble gaining any.",contradiction,entailment
[From a review of Handel's Tamerlano in the  issue of Stereo Review.,Handel's Tamerlano is very popular amongst inner city youth.,neutral,entailment
"Uh, it's interesting how, uh, stories become so impressionable the younger the hearer.",Stories leave more of an impression on older people.,contradiction,entailment
"At the same time, the Sudanese regime began to change.",The Sudan regime was working to change for the better.,neutral,entailment
"They were scary, throwing a child in the oven and all that sort of thing!",The child being thrown in the pond was so silly.,contradiction,entailment
Chapters 8 through 10 focus on the apparel industry; Chapters 11 and 12 look at textiles.,The chapters are about dog breeds only.,contradiction,entailment
Bin Ladin also began to have serious money problems.,Bin Ladin began to suffer serious money problems due to his gambling habit.,neutral,entailment
"By 1920, over half of the spinning and weaving capacity was in the South, leading industrialization there.",Most of the weaving capacity was in the South because it was close to ports.,neutral,entailment
Do you still want to be a nurse or--?,Are you still physically able to handle a nursing career?,neutral,entailment
The knitting machine produces cloth as the loom does but uses a different method.,Cloth produced by the knitting machine was of similar quality to cloth from the loom.,neutral,entailment
"Unfortunately, these are difficult times for public institutions of higher education.",Public universities are still too expensive for students. ,neutral,entailment
These statements were incorrect as well.,The statements were completely accurate.,contradiction,entailment
"Um, well, let's see, so do you think that those experiences helped you figure out the kinds of things you liked to read?",Did those experiences influence your love of television?,contradiction,entailment
"He next spoke to Vice President Cheney, Dr. Rice, New York Governor George Pataki, and FBI Director Robert Mueller.",He spoke next to the highest members of the government.,neutral,entailment
Throwing up.,"She was fine, eating.",contradiction,entailment
We'd basically coasted down into town and got about 50 gallons of kerosene and pumped it in the fuel tank so that so that the fuel would actually run through the fuel lines and the bus would run.,The bus didn't need any fuel.,contradiction,entailment
"Bin Ladin flew on a leased aircraft from Khartoum to Jalalabad, with a refueling stopover in the United Arab Emirates.","The intelligence community was not prepared for the stopover, so Bin Ladin escaped the United Arab Emirates.",neutral,entailment
"For example, close to 50 percent of the value of shipments for men's shirts comes from the cost of materials, while 25 percent arises from compensation costs.",90 percent of the value of shipments for men's shirts comes from compensation costs.,contradiction,entailment
"The Taliban leader Mullah Omar promptly invited Bin Ladin to move to Kandahar, ostensibly in the interests of Bin Ladin's own security but more likely to situate him where he might be easier to control.",Bin Ladin suspected that there were hidden reasons for his invitation.,neutral,entailment
It wasn't always like that.,It has always been this way.,contradiction,entailment
Are your parents putting a lot of pressure on you?,Is the pressure from your folks stressing you out?,neutral,entailment
"These new practices'which we call lean retailing'have compelled apparel producers to reorganize the manner in which they relate to retail customers, undertake distribution, forecast and plan production, and manage their supplier relations.","Though consumers are important, the marketing for retail products is much more important.",neutral,entailment
"He worked, he's a teacher, and at that time he worked as the principal of that school, of that school, because it was a, like a high school, there was, from first (grade) to high school.","The man is a legend. He is love, he is life.",neutral,entailment
"Anyway, the studio itself was kind a dingy, it wasn't very professional.","It was a state-of-the-art, completely professional studio. ",contradiction,entailment
They said the hijackers wielded knives and claimed to have a bomb.,The highjackers were heavily armed against passengers. ,neutral,entailment
These advancements simply would not have been available without contributions from alumni and friends of the school.,These advancements were available without any contributions.,contradiction,entailment
What other kind of things do you do for your dad?,Your dad does not care what things you do.,neutral,entailment
"Simply put, the less certain retailers are of the demand for their product, the more safety stock they must hold to meet consumer needs.","If a retailer is unsure of the demand for the product, they have to decrease the safety stock they are holding.",contradiction,entailment
"Between 7:03 and 7:39, Saeed al Ghamdi, Ahmed al Nami, Ahmad al Haznawi, and Ziad Jarrah checked in at the United Airlines ticket counter for Flight 93, going to Los Angeles.",The three individuals had consecutive positions when lining up for the ticket counter.,neutral,entailment
"Practicing and solidifying modes of representation, Piaget emphasized, make it possible for the child to free thought from the here and now; create larger images of reality that take into account past, present, and future; and transform those images mentally in the service of logical thinking.","Piaget emphasized, that nothing else should be considered when thinking illogically.",contradiction,entailment
"Hmm, well , I had some teachers that were really, um, influential about what I read and their love for literature.",My teachers taught me not to read.,contradiction,entailment
Basic items also represent a major percentage of all apparel goods sold.,White t-shirts are the best selling basic item.,neutral,entailment
"Then he assists with a general prompt,  Which piece might go down here? ","Which piece might fit here?, as he moved towards the table and assisted with a general prompt. ",neutral,entailment
Laying out a production line required exact calculation of the number of workers required for a given step to keep single garments moving through the operation continuously'much as a car moves down an assembly line.,There were economies of scale related to workers on the production line.,neutral,entailment
"noisome Has nothing to do with sound or decibel level, but means simply unpleasant or disgusting.","Noisome had something to do with the lights, however.",neutral,entailment
"I said, Well we got some // gasoline.","The gasoline was in a container, not a vehicle.",neutral,entailment
"Eventually ramrod became personified, taking on the added meaning of `one marked by rigidity, stiffness, and severity,' even though the original ramrods, which were straight, were rather flexible.",The original ramrod was wavy but not very easy to bend.,contradiction,entailment
"It is appropriate, therefore, to reconsider whether United 93 would have been intercepted.",United 93 definitely could not be intercepted.  ,contradiction,entailment
"The idea of a domestic command for homeland defense began to be discussed in 1997, and in 1999 the Joint Chiefs developed a concept for the establishment of a domestic Unified Command.",The Joint Chiefs don't like the idea of a domestic command.,neutral,entailment
"We are asking for your ten dollars to help fund our programs of Research, Education, and Patient Service and Rehabilitation.","Research programs are funded internally, your ten dollars will go towards other goals.",contradiction,entailment
Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies.,There aren't any camper referrals. ,contradiction,entailment
"Using traditional sewing operations, it typically takes eight weeks to produce a coat, from the time an order is issued for cutting to the moment the finished goods are hanging in a manufacturer's distribution center.",Traditional sewing operations are not used often to create coats today because they perform poorly when creating modern sizes.,neutral,entailment
 You went treating!,You stayed at home alone.,contradiction,entailment
Clusters of Supplier  One Innovation Is Not Enough,One advancement is exactly what is needed,contradiction,entailment
Human needs are on the rise in central Indiana and we have to meet the challenge.,Human needs have steadily been on the rise over the past 10 years. ,neutral,entailment
"Additionally, there is a tremendous need to upgrade the technological infrastructure of the school.",The technological infrastructure of the dental school is currently state-of-the-art. ,contradiction,entailment
"However, it didn't seem to be so horrifying.",It seemed so horrifying at the beginning. ,contradiction,entailment
"The most up-to-date versions of automatic-cutting equipment, including the GERBERcutter, are even more effective.",The GERBERcutter is very outdated and no longer used.,contradiction,entailment
He said he had not heard any prior discussion on the subject with the President.,He heard about it in an earlier discussion with the President.,contradiction,entailment
"With all the activity, these facilities will be used more than ever!","With so much activity, this facility will be busy all the time.",neutral,entailment
Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta .,It would be a boon if Maledicta had more such interviews.,neutral,entailment
"Together, I think we can make a contribution to that upgrading of the lounge which will be very meaningful for the students.",The students are counting on us to help fix the lounge.,neutral,entailment
"That was the first time I saw them, the gue, the guerillas.",I was very scared when we were ambushed by the tribes.,neutral,entailment
NEADS reported to the Continental U.S.,NEADS is a military operation.,neutral,entailment
"Fortunately, not all reports are as disturbing as Hochschild's.",All of Hochschild's studies were very disturbing.,neutral,entailment
"Once inside, Vice President Cheney and the agents paused in an area of the tunnel that had a secure phone, a bench, and television.",Cheney and the agents stopped in the tunnel to collect their thoughts.,neutral,entailment
"Adjust the task to an appropriately challenging level, and tailor teaching and assistance to the child's changing needs.",Kids become discouraged easily when the level is inappropriately challenging.,neutral,entailment
The cockpit voice recorder captured the sounds of the passenger assault muffled by the intervening cockpit door.,The sounds of the passenger assault were captured loud and clear.,contradiction,entailment
"When I was teaching there, the explanation invariably given by boys brought to me for scrapping in the playground   Ee it oi, so oi it ee. ",I quit teaching to become a reporter.,neutral,entailment
"American narratives rarely dwelt on misdeeds and, at times, even recast children's oenses as strengths'as indicative of quick thinking and an active, spirited disposition.",American narratives were bad for children's behavior and development.,neutral,entailment
"For example, the success of The Gap's jeans, J. C. Penney's Arizona line, and Sears's Canyon River Blue line has led to erosion of the market share held by the two leading jeans manufacturers, Levi Strauss and VF Corporation.",The Gap's jeans didn't experience success although Sears and JC Penney's were very successful with their jean lines.,contradiction,entailment
Please remain quiet.,Please don't speak for ten minutes.,neutral,entailment
// The gas station part.,The car wash part.,contradiction,entailment
"The answer has nothing to do with their cause, however, but with the simple fact that dictionaries are not exercises in bi-unique substitutability; in other words, if one of the senses of run is `operate' (as in She runs an engine factory ), that does not make it valid to assume that one can substitute operate for run in We run in the marathon every year .  Although recognizing this as a shortcoming of dictionaries and assigning it arbitrarily to what, for lack of a better term, we might call the  genius  of the language, might seem trivial to the casual observer, it is a valid matter for concern in the realm of lexicology.",Dictionaries are indeed exercises in bi-unique substitutability.,contradiction,entailment
"My source for the preceding is Charles Fountain's engaging biography of Frazier, Another Man's Poison , Globe Pequot Press, Chester, CT, 1984.",I have never read Charles Fountain's book so the preceding is just an off-the-cuff remark.,contradiction,entailment
Retail Replenishment Performance,All retail stores need to restock.,neutral,entailment
It would be so damn foggy you could not see the yellow line on that divided highway in front of you and we to turn left out onto this highway.,We could clearly see the dividing line to turn right. ,contradiction,entailment
"Please keep in mind, requests for donations to the Capital Campaign are separate and will be made later this month.",Please remember that requests for donations to the Capital Campaign will never come.,contradiction,entailment
"As our consideration of Anselmo and his parents revealed, doing the task for the child severely reduces learning and self-regulation.",We did not consider Anselmo's actions revealing.,contradiction,entailment
"Specifically, our manufacturer checked inventory of every item each week.",The inventory check for our manufacturer happens every Tuesday.,neutral,entailment
"Therefore, I stand uncorrected.","Thus, I have been proven wrong.",contradiction,entailment
"And as you do so, Girl Scouts from all over the Hoosier Capital Council invite you to test your knowledge of the crucial services funded through Annual Appeal dollars.",The girl scouts Hoosier capital council doesn't welcome any questions about crucial services funded by annual appeal dollars.,contradiction,entailment
Far more acquired valuable skills but lived in stagnant economies that could not generate satisfying jobs.,Once the economy turned up everyone who needed a job found one.,neutral,entailment
"All the ingredients may be present'the music, the singers, the dancers, the setting, and costumes'but, alas, duende itself fails to show up and the production fizzles.","Duende is prominent, thus demonstrating an upper tier level of production. ",contradiction,entailment
Any Muslim who rejects his ideas is just one more nonbeliever worthy of destruction.,Muslims can freely reject his ideas without fear of condemnation.,contradiction,entailment
We wouldn't exist if the need weren't there.,We're here regardless of whether or not there's a problem.,contradiction,entailment
"(Admittedly, no party completely purges its rhetoric of terms like phallologocentric, however.)",Often rhetoric of terms like phallogocentric is purged.,contradiction,entailment
"The forty operations indicated in the figure may require only twelve minutes if the operators are working at 100 percent efficiency, but any given shirt still takes twenty working days to pass through the plant.","If operators are operating at 100 percent efficiency, operations can take as much as 2 hours.",contradiction,entailment
\\ Can you remember the very first stories that were read when you were little?,Do you remember having fairy tales read to you?,neutral,entailment
"Although by age 4 children know that not all TV programming is real, they judge TV reality according to whether the images resemble people and objects in everyday life.",There is no correlation between whether images on TV resemble everyday life and a child determining if it is real.,contradiction,entailment
"As Andrew Norman wrote, in a letter published in this book on page 113,  You flit freely back and forth between prescriptivism and descriptivism. ","Prescriptivism and descriptivism cannot be juggled; pick one, says Andrew Norman in his letter.",contradiction,entailment
Did you ever see the ghost?,Did you ever see that scary house?,contradiction,entailment
Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03.,The NMCC heard about the hijacking of United 93 at 10:03 when it was reported on CNN.,neutral,entailment
"So, I'm kind of like the hope, I guess.",I am their only hope this year.,neutral,entailment
"I also had conversation with American Airlines, and they've told us that they believe that one of their stewardesses was stabbed and that there are people in the cockpit that have control of the aircraft, and that's all the information they have right now.","I talked with American Airlines, who said a flight attended was threatened but safe so far.",contradiction,entailment
"I am feeling quick on the trigger, quick on the draw, hot as a pistol, and loaded for bear, so I am going to get the drop on you and let you have it with both barrels.","My fingers are slippery on the trigger, my nerves shaky, and I worry you will shoot me before I can draw.",contradiction,entailment
"As Figure 6.6 shows, the safety stock needed to achieve a given customer service level is proportional to the standard deviation of the demand forecast.",There are no instances where Figure 6.6 shows a picture of a kitten.,neutral,entailment
The hijacker pilot then advanced the throttles to maximum power and dove toward the Pentagon.,The hijacker dove the plane into the ocean.,contradiction,entailment
"Each year, we help thousands of people who face tremendous obstacles.",Goodwill seeks to make profits for investors without worrying about anyone else.,contradiction,entailment
Here's how YOU can make an important difference in someone's life.,You can help by donating your time or money to our organization.,neutral,entailment
"All that day, we didn't get up (off the floor).",We had fallen on the floor because the floor was wet.,neutral,entailment
"In many ways, the name describes what this campus campaign is all about.","This campus campaign is very important, and so is its name.",neutral,entailment
Do you ever tell this story yourself?,Do you ever tell the story about when we fell down the well?,neutral,entailment
"We broke new ground by using information technology to manage our business together, instead of just to audit it.",Using information technology to manage our business has made everything run more smoothly.,neutral,entailment
"These are challenging times for public institutions of higher education, with legislative appropriations unable to fund schools to the level they have in the past.",Public institutions are being funded fine and we don't need your help. ,contradiction,entailment
 From Fiber to Cloth to Finished Product,From cloth to fiber to finished product.,contradiction,entailment
I am sure you will understand my writing to you once more about the important work of the American Cancer Society.,Please cease and desist all written communication.,contradiction,entailment
F-15 fighters were scrambled at 8:46 from Otis Air Force Base.,The F-15 fighters were carrying air-to-air missiles.,neutral,entailment
"There are lengthy usage notes and synonym studies in W that do not appear in L at all or in greatly abbreviated form, sometimes mercifully so, for W occasionally succumbs to prolixity.",W never suffers from wordiness in its notes and studies,contradiction,entailment
") In some countries, puzzles of this type are called  cryptograms,  a name we shall use from here on.",Cryptograms are really complex and fun to figure out. ,neutral,entailment
 You can't do it with your hands; you need a peeler.,"It is technically possible, but not permitted for one to use their hands.",neutral,entailment
These are artists who are either emerging as leaders in their fields or who have already become well known.,Most people don't know about these artists.,contradiction,entailment
"We have provided throughout the years quality legal education, and we are continuing to improve.",Our education will always be top knotch. ,neutral,entailment
"The pilots knew their mission was to divert aircraft, but did not know that the threat came from hijacked airliners.","The pilots were on high alert, due to the hijacked aircraft.",contradiction,entailment
Shootdown authority was first communicated to NEADS at 10:31.,NEADS shot down a plane at 10:43.,neutral,entailment
"We would like to announce the success of this year's campaign at the Annual Meeting on April 27, so please return you pledge or gift within the next 30 days.","This year's campaign at the Annual Meeting on April 27, 2008 was successful.",neutral,entailment
"Unlike the earlier flights, the Flight 77 hijackers were reported by a passenger to have box cutters.",The hijackers had box cutters on all of the flights.,contradiction,entailment
"Worst of all, Wanda had to deal with this worsening problem as she was trying to succeed at her new job.","If Wanda didn't have to work, she would finally be able to solve this problem.",neutral,entailment
You may remember bumping into me somewhere along your path through college.,You don't have any connection with me during college,contradiction,entailment
The items are then stored in a way that makes them easy to pick for an order about to be shipped.,The items are sort of thrown in whatever manner for storage.,contradiction,entailment
